ts_ns,event,side,price,qty
1714000044850000000,level,S,100.04,390
1714000044850000000,level,B,99.95,340
1714000044850000000,level,S,100.05,50
1714000044900000000,clear,,,
1714000044900000000,level,B,100.00,290
1714000044900000000,level,S,100.02,170
1714000044900000000,level,B,99.99,380
1714000044900000000,level,S,100.03,160
1714000044900000000,level,B,99.98,210
1714000044900000000,level,S,100.04,40
1714000044900000000,level,B,99.97,370
1714000044900000000,level,S,100.05,70
1714000044900000000,level,B,99.96,350
1714000044900000000,level,S,100.06,270
1714000044950000000,trade,B,100.02,20
1714000045000000000,trade,B,100.02,50
1714000045050000000,trade,S,99.99,50
1714000045100000000,trade,S,100.00,90
1714000045150000000,clear,,,
1714000045150000000,level,B,100.01,220
1714000045150000000,level,S,100.03,150
1714000045150000000,level,B,100.00,240
1714000045150000000,level,S,100.04,80
1714000045150000000,level,B,99.99,210
1714000045150000000,level,S,100.05,330
1714000045150000000,level,B,99.98,330
1714000045150000000,level,S,100.06,190
1714000045150000000,level,B,99.97,200
1714000045150000000,level,S,100.07,240
1714000045200000000,clear,,,
1714000045200000000,level,B,100.02,390
1714000045200000000,level,S,100.04,390
1714000045200000000,level,B,100.01,160
1714000045200000000,level,S,100.05,280
1714000045200000000,level,B,100.00,300
1714000045200000000,level,S,100.06,170
1714000045200000000,level,B,99.99,400
1714000045200000000,level,S,100.07,140
1714000045200000000,level,B,99.98,90
1714000045200000000,level,S,100.08,360
1714000045250000000,trade,B,100.05,30
1714000045300000000,trade,B,100.04,20
1714000045350000000,trade,B,100.05,90
1714000045400000000,trade,B,100.04,70
1714000045450000000,trade,S,100.01,90
1714000045500000000,trade,S,100.02,90
1714000045550000000,trade,S,100.02,60
1714000045600000000,trade,S,100.01,20
1714000045650000000,trade,B,100.04,50
1714000045700000000,trade,S,100.02,60
1714000045750000000,trade,B,100.04,30
1714000045800000000,clear,,,
1714000045800000000,level,B,100.01,310
1714000045800000000,level,S,100.03,220
1714000045800000000,level,B,100.00,70
1714000045800000000,level,S,100.04,340
1714000045800000000,level,B,99.99,100
1714000045800000000,level,S,100.05,100
1714000045800000000,level,B,99.98,360
1714000045800000000,level,S,100.06,150
1714000045800000000,level,B,99.97,220
1714000045800000000,level,S,100.07,190
1714000045850000000,trade,S,100.00,70
1714000045900000000,clear,,,
1714000045900000000,level,B,100.02,10
1714000045900000000,level,S,100.04,290
1714000045900000000,level,B,100.01,250
1714000045900000000,level,S,100.05,10
1714000045900000000,level,B,100.00,70
1714000045900000000,level,S,100.06,150
1714000045900000000,level,B,99.99,260
1714000045900000000,level,S,100.07,170
1714000045900000000,level,B,99.98,160
1714000045900000000,level,S,100.08,20
1714000045950000000,trade,S,100.02,90
1714000046000000000,clear,,,
1714000046000000000,level,B,100.03,190
1714000046000000000,level,S,100.05,140
1714000046000000000,level,B,100.02,40
1714000046000000000,level,S,100.06,240
1714000046000000000,level,B,100.01,370
1714000046000000000,level,S,100.07,30
1714000046000000000,level,B,100.00,80
1714000046000000000,level,S,100.08,380
1714000046000000000,level,B,99.99,20
1714000046000000000,level,S,100.09,380
1714000046050000000,trade,S,100.03,30
1714000046100000000,trade,S,100.03,40
1714000046150000000,clear,,,
1714000046150000000,level,B,100.04,390
1714000046150000000,level,S,100.06,280
1714000046150000000,level,B,100.03,130
1714000046150000000,level,S,100.07,190
1714000046150000000,level,B,100.02,370
1714000046150000000,level,S,100.08,210
1714000046150000000,level,B,100.01,40
1714000046150000000,level,S,100.09,330
1714000046150000000,level,B,100.00,240
1714000046150000000,level,S,100.10,330
1714000046200000000,clear,,,
1714000046200000000,level,B,100.05,170
1714000046200000000,level,S,100.07,170
1714000046200000000,level,B,100.04,180
1714000046200000000,level,S,100.08,280
1714000046200000000,level,B,100.03,340
1714000046200000000,level,S,100.09,290
1714000046200000000,level,B,100.02,290
1714000046200000000,level,S,100.10,300
1714000046200000000,level,B,100.01,300
1714000046200000000,level,S,100.11,370
1714000046250000000,trade,B,100.07,20
1714000046300000000,clear,,,
1714000046300000000,level,B,100.04,140
1714000046300000000,level,S,100.06,90
1714000046300000000,level,B,100.03,140
1714000046300000000,level,S,100.07,320
1714000046300000000,level,B,100.02,220
1714000046300000000,level,S,100.08,130
1714000046300000000,level,B,100.01,220
1714000046300000000,level,S,100.09,290
1714000046300000000,level,B,100.00,310
1714000046300000000,level,S,100.10,30
1714000046350000000,trade,B,100.07,80
1714000046400000000,clear,,,
1714000046400000000,level,B,100.05,20
1714000046400000000,level,S,100.07,20
1714000046400000000,level,B,100.04,310
1714000046400000000,level,S,100.08,270
1714000046400000000,level,B,100.03,330
1714000046400000000,level,S,100.09,60
1714000046400000000,level,B,100.02,270
1714000046400000000,level,S,100.10,150
1714000046400000000,level,B,100.01,90
1714000046400000000,level,S,100.11,40
1714000046450000000,trade,B,100.07,70
1714000046500000000,trade,B,100.07,70
1714000046550000000,clear,,,
1714000046550000000,level,B,100.06,10
1714000046550000000,level,S,100.08,20
1714000046550000000,level,B,100.05,70
1714000046550000000,level,S,100.09,40
1714000046550000000,level,B,100.04,280
1714000046550000000,level,S,100.10,320
1714000046550000000,level,B,100.03,320
1714000046550000000,level,S,100.11,240
1714000046550000000,level,B,100.02,70
1714000046550000000,level,S,100.12,380
1714000046600000000,trade,S,100.05,50
1714000046650000000,trade,B,100.08,20
1714000046700000000,trade,S,100.06,70
1714000046750000000,trade,B,100.09,50
1714000046800000000,clear,,,
1714000046800000000,level,B,100.07,390
1714000046800000000,level,S,100.09,180
1714000046800000000,level,B,100.06,10
1714000046800000000,level,S,100.10,310
1714000046800000000,level,B,100.05,160
1714000046800000000,level,S,100.11,230
1714000046800000000,level,B,100.04,370
1714000046800000000,level,S,100.12,300
1714000046800000000,level,B,100.03,250
1714000046800000000,level,S,100.13,70
1714000046850000000,clear,,,
1714000046850000000,level,B,100.06,220
1714000046850000000,level,S,100.08,200
1714000046850000000,level,B,100.05,350
1714000046850000000,level,S,100.09,160
1714000046850000000,level,B,100.04,370
1714000046850000000,level,S,100.10,260
1714000046850000000,level,B,100.03,370
1714000046850000000,level,S,100.11,20
1714000046850000000,level,B,100.02,280
1714000046850000000,level,S,100.12,300
1714000046900000000,trade,B,100.08,90
1714000046950000000,clear,,,
1714000046950000000,level,B,100.07,10
1714000046950000000,level,S,100.09,100
1714000046950000000,level,B,100.06,210
1714000046950000000,level,S,100.10,40
1714000046950000000,level,B,100.05,160
1714000046950000000,level,S,100.11,20
1714000046950000000,level,B,100.04,110
1714000046950000000,level,S,100.12,170
1714000046950000000,level,B,100.03,160
1714000046950000000,level,S,100.13,250
1714000047000000000,trade,S,100.07,20
1714000047050000000,clear,,,
1714000047050000000,level,B,100.08,230
1714000047050000000,level,S,100.10,100
1714000047050000000,level,B,100.07,290
1714000047050000000,level,S,100.11,120
1714000047050000000,level,B,100.06,360
1714000047050000000,level,S,100.12,190
1714000047050000000,level,B,100.05,240
1714000047050000000,level,S,100.13,20
1714000047050000000,level,B,100.04,340
1714000047050000000,level,S,100.14,180
1714000047100000000,trade,B,100.10,10
1714000047150000000,trade,B,100.11,70
1714000047200000000,clear,,,
1714000047200000000,level,B,100.09,350
1714000047200000000,level,S,100.11,30
1714000047200000000,level,B,100.08,380
1714000047200000000,level,S,100.12,80
1714000047200000000,level,B,100.07,300
1714000047200000000,level,S,100.13,330
1714000047200000000,level,B,100.06,100
1714000047200000000,level,S,100.14,320
1714000047200000000,level,B,100.05,80
1714000047200000000,level,S,100.15,140
1714000047250000000,trade,B,100.11,10
1714000047300000000,clear,,,
1714000047300000000,level,B,100.10,70
1714000047300000000,level,S,100.12,120
1714000047300000000,level,B,100.09,290
1714000047300000000,level,S,100.13,340
1714000047300000000,level,B,100.08,210
1714000047300000000,level,S,100.14,90
1714000047300000000,level,B,100.07,120
1714000047300000000,level,S,100.15,210
1714000047300000000,level,B,100.06,260
1714000047300000000,level,S,100.16,100
1714000047350000000,trade,S,100.10,90
1714000047400000000,clear,,,
1714000047400000000,level,B,100.11,100
1714000047400000000,level,S,100.13,160
1714000047400000000,level,B,100.10,20
1714000047400000000,level,S,100.14,80
1714000047400000000,level,B,100.09,130
1714000047400000000,level,S,100.15,200
1714000047400000000,level,B,100.08,10
1714000047400000000,level,S,100.16,200
1714000047400000000,level,B,100.07,210
1714000047400000000,level,S,100.17,70
1714000047450000000,trade,S,100.11,80
1714000047500000000,clear,,,
1714000047500000000,level,B,100.12,260
1714000047500000000,level,S,100.14,120
1714000047500000000,level,B,100.11,110
1714000047500000000,level,S,100.15,140
1714000047500000000,level,B,100.10,50
1714000047500000000,level,S,100.16,10
1714000047500000000,level,B,100.09,60
1714000047500000000,level,S,100.17,260
1714000047500000000,level,B,100.08,60
1714000047500000000,level,S,100.18,90
1714000047550000000,clear,,,
1714000047550000000,level,B,100.11,270
1714000047550000000,level,S,100.13,290
1714000047550000000,level,B,100.10,80
1714000047550000000,level,S,100.14,20
1714000047550000000,level,B,100.09,260
1714000047550000000,level,S,100.15,220
1714000047550000000,level,B,100.08,130
1714000047550000000,level,S,100.16,160
1714000047550000000,level,B,100.07,380
1714000047550000000,level,S,100.17,280
1714000047600000000,trade,S,100.11,30
1714000047650000000,trade,B,100.13,20
1714000047700000000,clear,,,
1714000047700000000,level,B,100.12,290
1714000047700000000,level,S,100.14,190
1714000047700000000,level,B,100.11,130
1714000047700000000,level,S,100.15,310
1714000047700000000,level,B,100.10,200
1714000047700000000,level,S,100.16,250
1714000047700000000,level,B,100.09,400
1714000047700000000,level,S,100.17,60
1714000047700000000,level,B,100.08,80
1714000047700000000,level,S,100.18,290
1714000047750000000,clear,,,
1714000047750000000,level,B,100.13,280
1714000047750000000,level,S,100.15,170
1714000047750000000,level,B,100.12,320
1714000047750000000,level,S,100.16,170
1714000047750000000,level,B,100.11,260
1714000047750000000,level,S,100.17,70
1714000047750000000,level,B,100.10,150
1714000047750000000,level,S,100.18,330
1714000047750000000,level,B,100.09,110
1714000047750000000,level,S,100.19,330
1714000047800000000,trade,B,100.15,60
1714000047850000000,trade,B,100.15,20
1714000047900000000,trade,B,100.15,50
1714000047950000000,trade,S,100.13,100
1714000048000000000,trade,B,100.16,90
1714000048050000000,trade,S,100.13,50
1714000048100000000,trade,S,100.13,40
1714000048150000000,trade,B,100.15,40
1714000048200000000,trade,B,100.16,40
1714000048250000000,trade,B,100.15,80
1714000048300000000,trade,S,100.13,50
1714000048350000000,trade,S,100.13,60
1714000048400000000,trade,B,100.16,90
1714000048450000000,trade,S,100.13,80
1714000048500000000,trade,B,100.15,40
1714000048550000000,trade,B,100.16,20
1714000048600000000,trade,B,100.15,90
1714000048650000000,trade,B,100.17,40
1714000048700000000,trade,S,100.12,50
1714000048750000000,trade,B,100.15,40
1714000048800000000,clear,,,
1714000048800000000,level,B,100.12,320
1714000048800000000,level,S,100.14,210
1714000048800000000,level,B,100.11,30
1714000048800000000,level,S,100.15,260
1714000048800000000,level,B,100.10,180
1714000048800000000,level,S,100.16,240
1714000048800000000,level,B,100.09,290
1714000048800000000,level,S,100.17,150
1714000048800000000,level,B,100.08,180
1714000048800000000,level,S,100.18,120
1714000048850000000,trade,B,100.14,60
1714000048900000000,trade,B,100.14,70
1714000048950000000,trade,B,100.15,50
1714000049000000000,trade,B,100.14,100
1714000049050000000,trade,B,100.15,70
1714000049100000000,trade,S,100.12,40
1714000049150000000,clear,,,
1714000049150000000,level,B,100.13,360
1714000049150000000,level,S,100.15,310
1714000049150000000,level,B,100.12,370
1714000049150000000,level,S,100.16,230
1714000049150000000,level,B,100.11,250
1714000049150000000,level,S,100.17,60
1714000049150000000,level,B,100.10,10
1714000049150000000,level,S,100.18,370
1714000049150000000,level,B,100.09,20
1714000049150000000,level,S,100.19,380
1714000049200000000,trade,S,100.13,80
1714000049250000000,clear,,,
1714000049250000000,level,B,100.12,320
1714000049250000000,level,S,100.14,30
1714000049250000000,level,B,100.11,310
1714000049250000000,level,S,100.15,140
1714000049250000000,level,B,100.10,210
1714000049250000000,level,S,100.16,310
1714000049250000000,level,B,100.09,10
1714000049250000000,level,S,100.17,170
1714000049250000000,level,B,100.08,190
1714000049250000000,level,S,100.18,90
1714000049300000000,trade,S,100.12,40
1714000049350000000,clear,,,
1714000049350000000,level,B,100.13,390
1714000049350000000,level,S,100.15,120
1714000049350000000,level,B,100.12,130
1714000049350000000,level,S,100.16,200
1714000049350000000,level,B,100.11,260
1714000049350000000,level,S,100.17,220
1714000049350000000,level,B,100.10,20
1714000049350000000,level,S,100.18,70
1714000049350000000,level,B,100.09,190
1714000049350000000,level,S,100.19,230
1714000049400000000,trade,B,100.15,50
1714000049450000000,clear,,,
1714000049450000000,level,B,100.12,70
1714000049450000000,level,S,100.14,200
1714000049450000000,level,B,100.11,170
1714000049450000000,level,S,100.15,330
1714000049450000000,level,B,100.10,270
1714000049450000000,level,S,100.16,180
1714000049450000000,level,B,100.09,300
1714000049450000000,level,S,100.17,190
1714000049450000000,level,B,100.08,360
1714000049450000000,level,S,100.18,220
1714000049500000000,clear,,,
1714000049500000000,level,B,100.11,150
1714000049500000000,level,S,100.13,220
1714000049500000000,level,B,100.10,150
1714000049500000000,level,S,100.14,210
1714000049500000000,level,B,100.09,130
1714000049500000000,level,S,100.15,280
1714000049500000000,level,B,100.08,170
1714000049500000000,level,S,100.16,220
1714000049500000000,level,B,100.07,20
1714000049500000000,level,S,100.17,200
1714000049550000000,clear,,,
1714000049550000000,level,B,100.12,90
1714000049550000000,level,S,100.14,140
1714000049550000000,level,B,100.11,240
1714000049550000000,level,S,100.15,80
1714000049550000000,level,B,100.10,240
1714000049550000000,level,S,100.16,220
1714000049550000000,level,B,100.09,80
1714000049550000000,level,S,100.17,330
1714000049550000000,level,B,100.08,120
1714000049550000000,level,S,100.18,280
1714000049600000000,clear,,,
1714000049600000000,level,B,100.13,320
1714000049600000000,level,S,100.15,200
1714000049600000000,level,B,100.12,240
1714000049600000000,level,S,100.16,340
1714000049600000000,level,B,100.11,340
1714000049600000000,level,S,100.17,30
1714000049600000000,level,B,100.10,220
1714000049600000000,level,S,100.18,270
1714000049600000000,level,B,100.09,400
1714000049600000000,level,S,100.19,170
1714000049650000000,trade,S,100.13,40
1714000049700000000,trade,B,100.16,40
1714000049750000000,clear,,,
1714000049750000000,level,B,100.12,90
1714000049750000000,level,S,100.14,350
1714000049750000000,level,B,100.11,320
1714000049750000000,level,S,100.15,230
1714000049750000000,level,B,100.10,320
1714000049750000000,level,S,100.16,240
1714000049750000000,level,B,100.09,40
1714000049750000000,level,S,100.17,130
1714000049750000000,level,B,100.08,150
1714000049750000000,level,S,100.18,280
1714000049800000000,trade,S,100.11,10
1714000049850000000,clear,,,
1714000049850000000,level,B,100.13,80
1714000049850000000,level,S,100.15,320
1714000049850000000,level,B,100.12,100
1714000049850000000,level,S,100.16,330
1714000049850000000,level,B,100.11,340
1714000049850000000,level,S,100.17,120
1714000049850000000,level,B,100.10,70
1714000049850000000,level,S,100.18,340
1714000049850000000,level,B,100.09,400
1714000049850000000,level,S,100.19,100
1714000049900000000,trade,B,100.15,60
1714000049950000000,trade,S,100.13,60
1714000050000000000,clear,,,
1714000050000000000,level,B,100.14,320
1714000050000000000,level,S,100.16,130
1714000050000000000,level,B,100.13,130
1714000050000000000,level,S,100.17,350
1714000050000000000,level,B,100.12,330
1714000050000000000,level,S,100.18,80
1714000050000000000,level,B,100.11,300
1714000050000000000,level,S,100.19,150
1714000050000000000,level,B,100.10,390
1714000050000000000,level,S,100.20,70
1714000050050000000,trade,B,100.17,60
1714000050100000000,trade,B,100.16,10
1714000050150000000,clear,,,
1714000050150000000,level,B,100.15,300
1714000050150000000,level,S,100.17,310
1714000050150000000,level,B,100.14,180
1714000050150000000,level,S,100.18,220
1714000050150000000,level,B,100.13,200
1714000050150000000,level,S,100.19,350
1714000050150000000,level,B,100.12,20
1714000050150000000,level,S,100.20,130
1714000050150000000,level,B,100.11,320
1714000050150000000,level,S,100.21,120
1714000050200000000,clear,,,
1714000050200000000,level,B,100.16,380
1714000050200000000,level,S,100.18,280
1714000050200000000,level,B,100.15,130
1714000050200000000,level,S,100.19,50
1714000050200000000,level,B,100.14,60
1714000050200000000,level,S,100.20,340
1714000050200000000,level,B,100.13,30
1714000050200000000,level,S,100.21,390
1714000050200000000,level,B,100.12,90
1714000050200000000,level,S,100.22,20
1714000050250000000,trade,S,100.16,50
1714000050300000000,clear,,,
1714000050300000000,level,B,100.15,270
1714000050300000000,level,S,100.17,370
1714000050300000000,level,B,100.14,180
1714000050300000000,level,S,100.18,340
1714000050300000000,level,B,100.13,30
1714000050300000000,level,S,100.19,180
1714000050300000000,level,B,100.12,90
1714000050300000000,level,S,100.20,300
1714000050300000000,level,B,100.11,140
1714000050300000000,level,S,100.21,140
1714000050350000000,clear,,,
1714000050350000000,level,B,100.14,380
1714000050350000000,level,S,100.16,180
1714000050350000000,level,B,100.13,90
1714000050350000000,level,S,100.17,320
1714000050350000000,level,B,100.12,270
1714000050350000000,level,S,100.18,240
1714000050350000000,level,B,100.11,10
1714000050350000000,level,S,100.19,280
1714000050350000000,level,B,100.10,270
1714000050350000000,level,S,100.20,40
1714000050400000000,trade,B,100.16,10
1714000050450000000,trade,B,100.16,30
1714000050500000000,trade,S,100.14,70
1714000050550000000,clear,,,
1714000050550000000,level,B,100.13,160
1714000050550000000,level,S,100.15,80
1714000050550000000,level,B,100.12,300
1714000050550000000,level,S,100.16,240
1714000050550000000,level,B,100.11,370
1714000050550000000,level,S,100.17,70
1714000050550000000,level,B,100.10,330
1714000050550000000,level,S,100.18,350
1714000050550000000,level,B,100.09,330
1714000050550000000,level,S,100.19,120
1714000050600000000,trade,B,100.16,40
1714000050650000000,trade,B,100.16,20
1714000050700000000,trade,S,100.13,40
1714000050750000000,trade,S,100.13,30
1714000050800000000,trade,S,100.13,60
1714000050850000000,trade,B,100.15,20
1714000050900000000,trade,S,100.12,60
1714000050950000000,trade,B,100.15,50
1714000051000000000,trade,S,100.13,10
1714000051050000000,clear,,,
1714000051050000000,level,B,100.14,270
1714000051050000000,level,S,100.16,50
1714000051050000000,level,B,100.13,280
1714000051050000000,level,S,100.17,160
1714000051050000000,level,B,100.12,360
1714000051050000000,level,S,100.18,340
1714000051050000000,level,B,100.11,240
1714000051050000000,level,S,100.19,340
1714000051050000000,level,B,100.10,260
1714000051050000000,level,S,100.20,100
1714000051100000000,trade,S,100.14,80
1714000051150000000,clear,,,
1714000051150000000,level,B,100.13,260
1714000051150000000,level,S,100.15,320
1714000051150000000,level,B,100.12,290
1714000051150000000,level,S,100.16,120
1714000051150000000,level,B,100.11,380
1714000051150000000,level,S,100.17,80
1714000051150000000,level,B,100.10,240
1714000051150000000,level,S,100.18,30
1714000051150000000,level,B,100.09,160
1714000051150000000,level,S,100.19,370
1714000051200000000,clear,,,
1714000051200000000,level,B,100.12,190
1714000051200000000,level,S,100.14,300
1714000051200000000,level,B,100.11,210
1714000051200000000,level,S,100.15,40
1714000051200000000,level,B,100.10,160
1714000051200000000,level,S,100.16,160
1714000051200000000,level,B,100.09,290
1714000051200000000,level,S,100.17,170
1714000051200000000,level,B,100.08,310
1714000051200000000,level,S,100.18,290
1714000051250000000,trade,B,100.15,60
1714000051300000000,clear,,,
1714000051300000000,level,B,100.13,100
1714000051300000000,level,S,100.15,40
1714000051300000000,level,B,100.12,280
1714000051300000000,level,S,100.16,140
1714000051300000000,level,B,100.11,50
1714000051300000000,level,S,100.17,290
1714000051300000000,level,B,100.10,380
1714000051300000000,level,S,100.18,310
1714000051300000000,level,B,100.09,400
1714000051300000000,level,S,100.19,90
1714000051350000000,clear,,,
1714000051350000000,level,B,100.12,270
1714000051350000000,level,S,100.14,270
1714000051350000000,level,B,100.11,160
1714000051350000000,level,S,100.15,330
1714000051350000000,level,B,100.10,80
1714000051350000000,level,S,100.16,380
1714000051350000000,level,B,100.09,150
1714000051350000000,level,S,100.17,290
1714000051350000000,level,B,100.08,220
1714000051350000000,level,S,100.18,140
1714000051400000000,trade,S,100.11,30
1714000051450000000,trade,S,100.12,20
1714000051500000000,trade,B,100.15,100
1714000051550000000,clear,,,
1714000051550000000,level,B,100.13,30
1714000051550000000,level,S,100.15,290
1714000051550000000,level,B,100.12,80
1714000051550000000,level,S,100.16,210
1714000051550000000,level,B,100.11,360
1714000051550000000,level,S,100.17,140
1714000051550000000,level,B,100.10,110
1714000051550000000,level,S,100.18,200
1714000051550000000,level,B,100.09,350
1714000051550000000,level,S,100.19,400
1714000051600000000,clear,,,
1714000051600000000,level,B,100.14,170
1714000051600000000,level,S,100.16,380
1714000051600000000,level,B,100.13,180
1714000051600000000,level,S,100.17,290
1714000051600000000,level,B,100.12,100
1714000051600000000,level,S,100.18,190
1714000051600000000,level,B,100.11,170
1714000051600000000,level,S,100.19,290
1714000051600000000,level,B,100.10,140
1714000051600000000,level,S,100.20,390
1714000051650000000,clear,,,
1714000051650000000,level,B,100.13,290
1714000051650000000,level,S,100.15,90
1714000051650000000,level,B,100.12,140
1714000051650000000,level,S,100.16,220
1714000051650000000,level,B,100.11,120
1714000051650000000,level,S,100.17,260
1714000051650000000,level,B,100.10,200
1714000051650000000,level,S,100.18,260
1714000051650000000,level,B,100.09,310
1714000051650000000,level,S,100.19,260
1714000051700000000,clear,,,
1714000051700000000,level,B,100.14,40
1714000051700000000,level,S,100.16,280
1714000051700000000,level,B,100.13,170
1714000051700000000,level,S,100.17,120
1714000051700000000,level,B,100.12,340
1714000051700000000,level,S,100.18,220
1714000051700000000,level,B,100.11,140
1714000051700000000,level,S,100.19,250
1714000051700000000,level,B,100.10,180
1714000051700000000,level,S,100.20,90
1714000051750000000,clear,,,
1714000051750000000,level,B,100.15,300
1714000051750000000,level,S,100.17,330
1714000051750000000,level,B,100.14,340
1714000051750000000,level,S,100.18,390
1714000051750000000,level,B,100.13,140
1714000051750000000,level,S,100.19,90
1714000051750000000,level,B,100.12,120
1714000051750000000,level,S,100.20,220
1714000051750000000,level,B,100.11,350
1714000051750000000,level,S,100.21,170
1714000051800000000,clear,,,
1714000051800000000,level,B,100.16,120
1714000051800000000,level,S,100.18,50
1714000051800000000,level,B,100.15,170
1714000051800000000,level,S,100.19,60
1714000051800000000,level,B,100.14,140
1714000051800000000,level,S,100.20,70
1714000051800000000,level,B,100.13,190
1714000051800000000,level,S,100.21,360
1714000051800000000,level,B,100.12,320
1714000051800000000,level,S,100.22,210
1714000051850000000,trade,S,100.16,10
1714000051900000000,trade,B,100.19,100
1714000051950000000,clear,,,
1714000051950000000,level,B,100.15,380
1714000051950000000,level,S,100.17,280
1714000051950000000,level,B,100.14,130
1714000051950000000,level,S,100.18,160
1714000051950000000,level,B,100.13,320
1714000051950000000,level,S,100.19,350
1714000051950000000,level,B,100.12,220
1714000051950000000,level,S,100.20,300
1714000051950000000,level,B,100.11,30
1714000051950000000,level,S,100.21,200
1714000052000000000,clear,,,
1714000052000000000,level,B,100.14,260
1714000052000000000,level,S,100.16,230
1714000052000000000,level,B,100.13,360
1714000052000000000,level,S,100.17,200
1714000052000000000,level,B,100.12,70
1714000052000000000,level,S,100.18,130
1714000052000000000,level,B,100.11,390
1714000052000000000,level,S,100.19,210
1714000052000000000,level,B,100.10,190
1714000052000000000,level,S,100.20,180
1714000052050000000,clear,,,
1714000052050000000,level,B,100.13,150
1714000052050000000,level,S,100.15,30
1714000052050000000,level,B,100.12,60
1714000052050000000,level,S,100.16,400
1714000052050000000,level,B,100.11,250
1714000052050000000,level,S,100.17,230
1714000052050000000,level,B,100.10,370
1714000052050000000,level,S,100.18,120
1714000052050000000,level,B,100.09,280
1714000052050000000,level,S,100.19,220
1714000052100000000,trade,B,100.15,90
1714000052150000000,trade,B,100.15,90
1714000052200000000,clear,,,
1714000052200000000,level,B,100.12,240
1714000052200000000,level,S,100.14,330
1714000052200000000,level,B,100.11,330
1714000052200000000,level,S,100.15,310
1714000052200000000,level,B,100.10,90
1714000052200000000,level,S,100.16,360
1714000052200000000,level,B,100.09,270
1714000052200000000,level,S,100.17,380
1714000052200000000,level,B,100.08,300
1714000052200000000,level,S,100.18,110
1714000052250000000,clear,,,
1714000052250000000,level,B,100.11,20
1714000052250000000,level,S,100.13,210
1714000052250000000,level,B,100.10,100
1714000052250000000,level,S,100.14,20
1714000052250000000,level,B,100.09,390
1714000052250000000,level,S,100.15,40
1714000052250000000,level,B,100.08,120
1714000052250000000,level,S,100.16,90
1714000052250000000,level,B,100.07,200
1714000052250000000,level,S,100.17,190
1714000052300000000,trade,B,100.13,70
1714000052350000000,trade,S,100.11,30
1714000052400000000,trade,B,100.14,90
1714000052450000000,trade,B,100.13,20
1714000052500000000,trade,S,100.11,90
1714000052550000000,trade,B,100.13,30
1714000052600000000,trade,S,100.10,20
1714000052650000000,clear,,,
1714000052650000000,level,B,100.12,170
1714000052650000000,level,S,100.14,210
1714000052650000000,level,B,100.11,40
1714000052650000000,level,S,100.15,100
1714000052650000000,level,B,100.10,180
1714000052650000000,level,S,100.16,80
1714000052650000000,level,B,100.09,240
1714000052650000000,level,S,100.17,230
1714000052650000000,level,B,100.08,220
1714000052650000000,level,S,100.18,100
1714000052700000000,trade,S,100.12,60
1714000052750000000,trade,B,100.14,60
1714000052800000000,trade,S,100.12,90
1714000052850000000,trade,S,100.12,20
1714000052900000000,trade,S,100.12,70
1714000052950000000,clear,,,
1714000052950000000,level,B,100.13,360
1714000052950000000,level,S,100.15,350
1714000052950000000,level,B,100.12,120
1714000052950000000,level,S,100.16,270
1714000052950000000,level,B,100.11,360
1714000052950000000,level,S,100.17,350
1714000052950000000,level,B,100.10,60
1714000052950000000,level,S,100.18,90
1714000052950000000,level,B,100.09,160
1714000052950000000,level,S,100.19,70
1714000053000000000,trade,S,100.13,10
1714000053050000000,trade,B,100.16,30
1714000053100000000,trade,B,100.16,100
1714000053150000000,trade,S,100.12,40
1714000053200000000,trade,S,100.13,10
1714000053250000000,trade,B,100.15,100
1714000053300000000,trade,S,100.12,80
1714000053350000000,trade,B,100.16,70
1714000053400000000,trade,B,100.16,20
1714000053450000000,trade,B,100.15,50
1714000053500000000,trade,B,100.15,90
1714000053550000000,trade,S,100.13,80
1714000053600000000,trade,B,100.16,20
1714000053650000000,trade,B,100.15,40
1714000053700000000,trade,B,100.16,70
1714000053750000000,clear,,,
1714000053750000000,level,B,100.12,10
1714000053750000000,level,S,100.14,340
1714000053750000000,level,B,100.11,270
1714000053750000000,level,S,100.15,200
1714000053750000000,level,B,100.10,360
1714000053750000000,level,S,100.16,250
1714000053750000000,level,B,100.09,390
1714000053750000000,level,S,100.17,200
1714000053750000000,level,B,100.08,370
1714000053750000000,level,S,100.18,110
1714000053800000000,trade,S,100.12,20
1714000053850000000,trade,S,100.11,10
1714000053900000000,trade,S,100.12,60
1714000053950000000,trade,B,100.14,60
1714000054000000000,trade,B,100.14,60
1714000054050000000,trade,S,100.12,10
1714000054100000000,trade,B,100.14,60
1714000054150000000,trade,B,100.15,70
1714000054200000000,trade,S,100.11,90
1714000054250000000,clear,,,
1714000054250000000,level,B,100.13,50
1714000054250000000,level,S,100.15,370
1714000054250000000,level,B,100.12,360
1714000054250000000,level,S,100.16,250
1714000054250000000,level,B,100.11,370
1714000054250000000,level,S,100.17,170
1714000054250000000,level,B,100.10,20
1714000054250000000,level,S,100.18,230
1714000054250000000,level,B,100.09,270
1714000054250000000,level,S,100.19,20
1714000054300000000,trade,S,100.11,10
1714000054350000000,clear,,,
1714000054350000000,level,B,100.14,70
1714000054350000000,level,S,100.16,390
1714000054350000000,level,B,100.13,220
1714000054350000000,level,S,100.17,50
1714000054350000000,level,B,100.12,350
1714000054350000000,level,S,100.18,170
1714000054350000000,level,B,100.11,230
1714000054350000000,level,S,100.19,70
1714000054350000000,level,B,100.10,100
